Date,Oil_Price,Freight_Price,crisis_COVID-19 oil crash,crisis_Dot-com crash,crisis_Global financial crisis,crisis_Inflation and rate hikes,crisis_Oil price collapse,crisis_None,war_Arab Spring,war_Crimea crisis,war_Iraq War,war_Ukraine War,war_None,sanctions_Iran sanctions,sanctions_Russia sanctions,sanctions_None,pandemic_COVID-19,pandemic_None,month,year,quarter,is_year_start,is_year_end,sin_month,cos_month,Freight_Lag1,Freight_Lag2,Oil_Lag1,Oil_Lag2,Freight_SMA_3,Oil_SMA_3,has_crisis,has_war,has_sanctions,has_pandemic,Oil_Price_lag1,Oil_Price_lag2,Oil_Price_lag3,Freight_Price_lag1,Freight_Price_lag2,Freight_Price_lag3
1984-01-31,47.25796299006161,2008.4950801807952,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,61.16832561630982,39.13576553445836,55.23314594686533,1319.2022779251613,785.3945788878435,1355.699569297814
1984-02-29,39.47620617718805,1753.1592994915925,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.25796299006161,61.16832561630982,39.13576553445836,2008.4950801807952,1319.2022779251613,785.3945788878435
1984-03-31,52.21583461947552,1360.4508876713326,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,39.47620617718805,47.25796299006161,61.16832561630982,1753.1592994915925,2008.4950801807952,1319.2022779251613
1984-04-30,55.65213269641221,1290.261867125584,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,52.21583461947552,39.47620617718805,47.25796299006161,1360.4508876713326,1753.1592994915925,2008.4950801807952
1984-05-31,65.35566512148665,1388.2017014889573,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,55.65213269641221,52.21583461947552,39.47620617718805,1290.261867125584,1360.4508876713326,1753.1592994915925
1984-06-30,52.853208486445936,1439.1409280117891,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,65.35566512148665,55.65213269641221,52.21583461947552,1388.2017014889573,1290.261867125584,1360.4508876713326
1984-07-31,47.9749369526849,1383.2706649983124,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,52.853208486445936,65.35566512148665,55.65213269641221,1439.1409280117891,1388.2017014889573,1290.261867125584
1984-08-31,23.59381491260052,1416.5082680394712,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.9749369526849,52.853208486445936,65.35566512148665,1383.2706649983124,1439.1409280117891,1388.2017014889573
1984-09-30,52.35796930761661,1361.4502854631842,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,23.59381491260052,47.9749369526849,52.853208486445936,1416.5082680394712,1383.2706649983124,1439.1409280117891
1984-10-31,33.292358631342324,1273.128678620592,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,52.35796930761661,23.59381491260052,47.9749369526849,1361.4502854631842,1416.5082680394712,1383.2706649983124
1984-11-30,43.179774542376855,1228.1348898641045,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,33.292358631342324,52.35796930761661,23.59381491260052,1273.128678620592,1361.4502854631842,1416.5082680394712
1984-12-31,40.3863752667866,1203.9611148348054,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,43.179774542376855,33.292358631342324,52.35796930761661,1228.1348898641045,1273.128678620592,1361.4502854631842
1985-01-31,38.05716895386303,1051.9887150737177,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,40.3863752667866,43.179774542376855,33.292358631342324,1203.9611148348054,1228.1348898641045,1273.128678620592
1985-02-28,45.20186543152262,1075.982388872277,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,38.05716895386303,40.3863752667866,43.179774542376855,1051.9887150737177,1203.9611148348054,1228.1348898641045
1985-03-31,58.54659076044174,1156.4481232223163,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,45.20186543152262,38.05716895386303,40.3863752667866,1075.982388872277,1051.9887150737177,1203.9611148348054
1985-04-30,53.38144209763058,1296.483994672099,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,58.54659076044174,45.20186543152262,38.05716895386303,1156.4481232223163,1075.982388872277,1051.9887150737177
1985-05-31,46.99936112425729,1377.6718844440072,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,53.38144209763058,58.54659076044174,45.20186543152262,1296.483994672099,1156.4481232223163,1075.982388872277
1985-06-30,44.31743398177912,1520.4202996503832,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,46.99936112425729,53.38144209763058,58.54659076044174,1377.6718844440072,1296.483994672099,1156.4481232223163
1985-07-31,51.41196877914108,1386.416175573937,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,44.31743398177912,46.99936112425729,53.38144209763058,1520.4202996503832,1377.6718844440072,1296.483994672099
1985-08-31,47.758928087918,1391.3854509610742,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,51.41196877914108,44.31743398177912,46.99936112425729,1386.416175573937,1520.4202996503832,1377.6718844440072
1985-09-30,55.676971573448746,1310.0104063762053,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.758928087918,51.41196877914108,44.31743398177912,1391.3854509610742,1386.416175573937,1520.4202996503832
1985-10-31,54.438852782050525,1285.9707830139178,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,55.676971573448746,47.758928087918,51.41196877914108,1310.0104063762053,1391.3854509610742,1386.416175573937
1985-11-30,62.02785453334408,1341.963704672773,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,54.438852782050525,55.676971573448746,47.758928087918,1285.9707830139178,1310.0104063762053,1391.3854509610742
1985-12-31,47.943843696941,1188.750836412223,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,62.02785453334408,54.438852782050525,55.676971573448746,1341.963704672773,1285.9707830139178,1310.0104063762053
1986-01-31,46.688560468455954,1105.348286672624,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.943843696941,62.02785453334408,54.438852782050525,1188.750836412223,1341.963704672773,1285.9707830139178
1986-02-28,46.44489057530433,1107.1369665026689,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,46.688560468455954,47.943843696941,62.02785453334408,1105.348286672624,1188.750836412223,1341.963704672773
1986-03-31,66.05394221572608,1144.0500876485246,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,46.44489057530433,46.688560468455954,47.943843696941,1107.1369665026689,1105.348286672624,1188.750836412223
1986-04-30,54.383755724664375,1279.894154303803,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,66.05394221572608,46.44489057530433,46.688560468455954,1144.0500876485246,1107.1369665026689,1105.348286672624
1986-05-31,56.30883212998862,1327.0920437878374,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,54.383755724664375,66.05394221572608,46.44489057530433,1279.894154303803,1144.0500876485246,1107.1369665026689
1986-06-30,43.12714189347156,2267.164985894084,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,56.30883212998862,54.383755724664375,66.05394221572608,1327.0920437878374,1279.894154303803,1144.0500876485246
1986-07-31,47.45014293775862,1258.1235793090773,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,43.12714189347156,56.30883212998862,54.383755724664375,2267.164985894084,1327.0920437878374,1279.894154303803
1986-08-31,49.16364072688507,1392.889196664247,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.45014293775862,43.12714189347156,56.30883212998862,1258.1235793090773,2267.164985894084,1327.0920437878374
1986-09-30,39.07992965060957,1327.5246029009809,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,49.16364072688507,47.45014293775862,43.12714189347156,1392.889196664247,1258.1235793090773,2267.164985894084
1986-10-31,49.97564181175467,1235.1058539473083,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,39.07992965060957,49.16364072688507,47.45014293775862,1327.5246029009809,1392.889196664247,1258.1235793090773
1986-11-30,45.72662082015095,1255.3689392170868,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,49.97564181175467,39.07992965060957,49.16364072688507,1235.1058539473083,1327.5246029009809,1392.889196664247
1986-12-31,49.56343712042224,815.678191052699,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,45.72662082015095,49.97564181175467,39.07992965060957,1255.3689392170868,1235.1058539473083,1327.5246029009809
1987-01-31,39.76606769871902,1453.604813737807,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,49.56343712042224,45.72662082015095,49.97564181175467,815.678191052699,1255.3689392170868,1235.1058539473083
1987-02-28,47.24660785774924,1048.7278396662846,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,39.76606769871902,49.56343712042224,45.72662082015095,1453.604813737807,815.678191052699,1255.3689392170868
1987-03-31,54.820260819610205,1102.4371398856615,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.24660785774924,39.76606769871902,49.56343712042224,1048.7278396662846,1453.604813737807,815.678191052699
1987-04-30,44.69855269986774,1190.2739029554368,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,54.820260819610205,47.24660785774924,39.76606769871902,1102.4371398856615,1048.7278396662846,1453.604813737807
1987-05-31,53.44679761217407,1241.050453478469,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,44.69855269986774,54.820260819610205,47.24660785774924,1190.2739029554368,1102.4371398856615,1048.7278396662846
1987-06-30,48.18269732152622,1419.7534203736896,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,53.44679761217407,44.69855269986774,54.820260819610205,1241.050453478469,1190.2739029554368,1102.4371398856615
1987-07-31,55.887154749835965,1352.911332149658,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,48.18269732152622,53.44679761217407,44.69855269986774,1419.7534203736896,1241.050453478469,1190.2739029554368
1987-08-31,54.49726894345085,1370.672134973655,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,55.887154749835965,48.18269732152622,53.44679761217407,1352.911332149658,1419.7534203736896,1241.050453478469
1987-09-30,42.174201043188496,1917.0238279064365,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,54.49726894345085,55.887154749835965,48.18269732152622,1370.672134973655,1352.911332149658,1419.7534203736896
1987-10-31,65.14168327411761,997.201086886904,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,42.174201043188496,54.49726894345085,55.887154749835965,1917.0238279064365,1370.672134973655,1352.911332149658
1987-11-30,63.20553725671805,1342.4352183984888,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,65.14168327411761,42.174201043188496,54.49726894345085,997.201086886904,1917.0238279064365,1370.672134973655
1987-12-31,42.847012971417406,1173.6001538214232,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,63.20553725671805,65.14168327411761,42.174201043188496,1342.4352183984888,997.201086886904,1917.0238279064365
1988-01-31,49.12006463534841,1004.6378057501216,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,42.847012971417406,63.20553725671805,65.14168327411761,1173.6001538214232,1342.4352183984888,997.201086886904
1988-02-29,50.13804042344858,1071.3846655795458,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,49.12006463534841,42.847012971417406,63.20553725671805,1004.6378057501216,1173.6001538214232,1342.4352183984888
1988-03-31,55.13160570240147,1087.3896369013817,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,50.13804042344858,49.12006463534841,42.847012971417406,1071.3846655795458,1004.6378057501216,1173.6001538214232
1988-04-30,57.93000791520393,1529.8987726759703,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,55.13160570240147,50.13804042344858,49.12006463534841,1087.3896369013817,1071.3846655795458,1004.6378057501216
1988-05-31,53.32919126161592,1001.8359397266954,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,57.93000791520393,55.13160570240147,50.13804042344858,1529.8987726759703,1087.3896369013817,1071.3846655795458
1988-06-30,47.30931045436583,1991.71843328538,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,53.32919126161592,57.93000791520393,55.13160570240147,1001.8359397266954,1529.8987726759703,1087.3896369013817
1988-07-31,47.69861289450672,1302.2777849500517,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.30931045436583,53.32919126161592,57.93000791520393,1991.71843328538,1001.8359397266954,1529.8987726759703
1988-08-31,50.16011395988594,1316.319539604316,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.69861289450672,47.30931045436583,53.32919126161592,1302.2777849500517,1991.71843328538,1001.8359397266954
1988-09-30,45.4068370865388,1287.102757520675,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,50.16011395988594,47.69861289450672,47.30931045436583,1316.319539604316,1302.2777849500517,1991.71843328538
1988-10-31,56.69880544602549,1535.973046601589,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,45.4068370865388,50.16011395988594,47.69861289450672,1287.102757520675,1316.319539604316,1302.2777849500517
1988-11-30,46.67924593619828,1154.4583718525382,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,56.69880544602549,45.4068370865388,50.16011395988594,1535.973046601589,1287.102757520675,1316.319539604316
1988-12-31,47.24828077379164,1173.2353445061804,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,46.67924593619828,56.69880544602549,45.4068370865388,1154.4583718525382,1535.973046601589,1287.102757520675
1989-01-31,56.07980526926399,1036.9663658082147,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,47.24828077379164,46.67924593619828,56.69880544602549,1173.2353445061804,1154.4583718525382,1535.973046601589
1989-02-28,48.22998452737377,1173.372900543685,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,56.07980526926399,47.24828077379164,46.67924593619828,1036.9663658082147,1173.2353445061804,1154.4583718525382
1989-03-31,56.26100508954741,1024.6982509721656,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,2002.0,3.0,0.0,0.0,-0.8660254037844383,-0.5000000000000003,742.0,733.0,25.44,25.58,734.3333333333334,26.16333333333333,1.0,0.0,0.0,0.0,48.22998452737377,56.07980526926399,47.24828077379164,1173.372900543685,1036.9663658082147,1173.2353445061804
